comment_id,text
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9AHg5i7JohF,Finally!!!
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9AHgZOUPaTI,berry noice
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9AHaZ76J7jd,We're not alone. 😂
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9AHaufrpsj5,After it gets released its gonna be I didn't see the notification
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9Dgq3OpLAhV,😂😂😂
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DiCEEDU6qH,LMAO RIGHT.
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DlExpd6p40,Christian Morgan ikr
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DmANvn3mrS,Lol men same here😂
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DoiUsYkkmi,"Bruh you could literally do this on any android,  acting like its new"
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DqXWnwbQR2,"Christopher Diaz why you talkin bout Android, when you’re on an IPhone software video? Tis irrelevant"
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9E3PMOiahyv,Christopher Diaz Meanwhile iPhone has always had that anyway when you hit the volume button
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9Dr5GxwFfy3,"Its a new feature yall just got but the feature has been out forever Apple just didn't give it to yall , and yall talk about it like the feature hasn't ever existed"
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DtUY3cdqWM,Christopher Diaz nobody here is talkin bout it like it haven’t existed prior to iPhones receiving da update. You makin a pointless conversation over a joke lol
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DvoHJ3vG8x,Yep
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9E-l-b1mU2K,Yesss
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9E7AAGnU8O3,Ikr thank god
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DqTSDB0BiJ,You could have just double tapped the power button
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9DqXdnGjNpC,Gmoneymelo Gaming which would end da call instead of da joke bein to make it seem like you’re busy. It went over you
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9Dr2ZmtOAIS,Cuz Christian Morgan yall acting like this a new thing but its not
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9Dr4PM9VS-y,"Christopher Diaz were iPhones able to do it before? No. So therefore, it is new"
UgxarxOCgGUFy6WbkY94AaABAg.9AHQdmQoowZ9AHc_GfzInJ,Laughs in Android
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHCc4j1E3f,🤣🤣🤣
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHDnGLlijW,😂 😂
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHGk_PmLWE,Fleur D'amour lmaoo
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHH2lOf7JU,I fucking chortled lmfao
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHH7qlypjH,😂😂😂
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHHI5H2JHw,Erm
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHJRXE7gQD, @harper3147  youre like 12 chill
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHJzZn35Ax,I thought of that too lmao 😂
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHJniaWxAc,what anime is your profile picture?
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHK3W7qeuC,Ah I see you know your judo well
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59AHKX9XX0HK,Deadass I was thinking the same shit 😂😂
UgxMcB7NurdGMuhRj6B4AaABAg.9AHB1FdkQz59F6y3gM4BuJ,🤣🤣🤣🤣
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AN4ao6mhMb,Welcome to android 2010
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMfiyJUoef,I have that on my jailbroken iPhone
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AOPMYvFKuq,I knew android user would say “we already have that”
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AS52nGNYY-,it actually is
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMQI4w85yX,already on android for years
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMd-tuAWgO,sonic yvan saying android has had it for years won’t change peoples perspective on having and using apple products💀 it’s not gonna change anything
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMRjpB6JWN,sonic yvan nobody asked 😋
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMTrsITfo1,"sonic yvan you may have had it for years but android has always been ugly, still everything apple has that an android had first, looks better on Apple. 🤷🏽‍♀️"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMkIha6xPr,unlike Apple it can be customized 3 different ways. As always you have to love choice.
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANec6m81SY,J W your going to judge a feature that is still in beta. Slow your roll.
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMsP9ZADAZ,Especially for PUBG players
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMyQiPQmpU,its actually so annoying and thats coming from a samsung fan
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANByewobQ8,Is it ok to install the beta version
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANP-62Zv6H,"especially if your playing a game and someone calls you, you can easily swipe it out,"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ARy1wsjg-w, @rohan_bpatel  hahhahaa the pain in ass for 10 years in ios  i can feel it 🤣🤣🤣🤣🤣
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANckBvzhxn,already in jailbreak for years.
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANd8ReT82n,jahivan keyword “jailbreak” no one cares bud
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANdf74lLI8,"OMG, thats revolutionary features.... !!!!!"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANfUwUGMQW,N F huh?
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANi23AbmAT,"1,000th like"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANqI3Qyz5J,I know!
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANr1eVNeHJ,"as an iOS user, i still believe that android  is the better operating system, compared to iOS because it allows users to install any type of application type possible (apk files etc) and also allows the user to modify their device to perform certain functions etc."
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ANubpGu4Gp,"Hell, yes!"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AO7f4TPGE7,Android been doing that for years
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ARxZ7sVKEc,Small deeds of happiness for Apple users 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AS1Cgdg7cx,Ahmed's motivations pretty sad that you came on an ios video to talk about your android. like we literally could not care less yet here you are trying to tell us why android is better. also the screen being made my samsung literally means nothing
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9ARxn9WNxOz, @marsrobot151   read history then
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AT0Rqs-4Qp,Yessss way easier to skip my friends now
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AUYrOE8VpX,AnDrOId HaD iT fOR yeArS
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AV_KTU6xOy,"This should've been there from day 1, extremely inconvenient"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMQRULI_X4,"Yeah, we've had that for years now! lol"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AMbDnh2ck4,"Sad that Apple has to take so much time to just do that. Well, congratulations now. :)"
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9AS5EwyVHzh,Geeky Muhammad they take so much time because they make everything that Samsung has better. They don’t just take it and put on their phone. They upgrade it severely in some ways that you can’t see
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9BxvcAJCw9d,"For everyone saying it’s been on android for years, yes that’s true but as someone already mentioned android has always looked ugly as hell even with all the customaziation it still looks ass. Even if we wait 100 years for a feature already on android, apple would do it 100 times better and looks a lot better. iOS is far better than android not only in looks but a lot of other things aswell. Android will forever be ugly and too complicated for simple daily use."
Ugyrz0rd4eGXMQSeN5x4AaABAg.9ALic4SLVit9DweKxfCqa7, @Shameonyou6  its literally not complicated. It's not rocket science.
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9ANgl1sXE9s,warms my heart that apple is taking in to consideration the Deaf community!!!:)
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AN19yRfmNR,I hope it helps you!!! Sounds like it will be good! 😊
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AOnqixZ-0R,Vanity68 NO PUN INTENDED
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AO5xPQlTLP,"I've been using it, not for accessibility, but for if i'm listening to music & can't hear what's going on - I have to say, it works VERY well, I think you'll love it!!"
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9ANRcvPfmWk,What time did he say that ? Hey m hard of hearing
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9ANvutKKjtx,"I’m with you girl!  My wife has  moderate hearing loss  and  its hard for her to hear a lot of things, including our baby sometimes.  I  set her up with baby crying, knock at the door,  doorbell,  alarms and sirens.  Its perfect for anyone!  I can listen to music on my headphones and still hear a knock at the door or the baby.  Its life changing for her."
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AOtOel8gOD,Skyler Kennedy That is our goal; always. 😉 Hope you are able to get great use of the feature and please submit any feedback that you can for all of our features. We depend on this feedback to improve products and features.
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQPkiD5MRR,My parents are deaf and love that!
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQMXvzYDa2,I’m so excited for you !!!
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQziJ_MwSW,You're amazing❤️
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9EiNOoOhp6e,I didn’t know this either! I’m hard of hearing...wouldn’t say it’s that bad - 75% deaf on my left side and my right is almost perfect but I do miss a lot of things. Going to give it a shot!
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9RqpAQoAW79,Awesome!!👏
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9WFY5QuyEcR,I will say props to you
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9APIhv4jMYL,wait how did you hear it?
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQ7vbNDk0k,ghoulzz subtitles
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQ2d9I9r2d,how did you hear him mention that?
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQbWr8xG4h,How did you hear him say that? Subtitles?
UgyWIdSVfpO0qPvpIGR4AaABAg.9AMw71_WFTe9AQj4oPDAvI,"Michael Silvestri Subtitles are a thing. Also I happen to have implants that help me to hear better & I can connect them to my phone to essentially act as headphones. But they aren’t the same as having full hearing, hence why these features will be great."
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9Az9RMxMwf7,Bro I’m so hype abt it bc of that lmao
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BB0qYg8oBR,honestly i make shortcuts for my apps so they have different icons so this will hide the original apps 🥴🥴 i am most excited for that though
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9B70GMuvEPp,finally omg
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9Az22a_SNQS,How
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9CRypyzrfg4," @blackuggsoulja  hold down on the app as if to delete it and when the menu pops up it will ask if you want to delete the app, remove it from home screen or cancel"
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BVcxjBnSU9,Cant they just go to the far right and look at the apps list anyway
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BYgFFd271m,GoldGuy true
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9CYZ9YvZbY_, @GoldGuy369  what they dont know would be best
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9B8rYGljbql,fr now i can use tik tok
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BW0FzKllwf,Sayuni Dahanayaka same lmao
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BYefseygnG,London A same
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BYhGg62n0k,I’m excited for that but I have an iPhone 5s atm. I’m going to upgrade to a supported phone so I can use iOS 14
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BbGz-YsOls,Holy shit I didn't even think about that
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BtFVPGGv3P,YEAHHH
UgyUs3hjgbWvcogxZ094AaABAg.9AeWt2GlSIc9BK2RzQuAkT,Was that ment to be funny
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHIFXvwkQF,i did that once i ask seattles best for a certain coffee the said they didnt have it and i asked if starbucks does they said they didnt know
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHLaxVIb13,Bruh pizza huts way better than dominos
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHIf2rXZbt,Lmao
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHMKXFCvl1,"lol I use google assistant AND siri becuase I have a macbook, an Iphone and a Google home"
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHMv3y1r1N,Or searching google on bing
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHOLlsuNv4,Siri is too stupid to understand the pun
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHOdlXVTlI,"do anyone know how backtap works ? from an engineering point of view, because i can't seem to get how it works since there is no sensors at the back, uses gyroscope maybe ?"
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AZiPrCzAtz,​ @issambernannou8879  I've just analised all the sencors from my phone when tapping the back. the one that gave the most clear taps was the accelerometer. that's how id guess its doing it.
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AVj8aoIMM3,bro that's classic🤣😂🙆‍♀️
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9A_ikZBHJ29,Best comment here
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AbVJ03F387,If y’all argue with me I probs won’t reply Bc I have better stuff to do ( I also might not get the notif if at one point I feel low enough to argue :P)
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9Ae5h4K2tVI,Lol
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9Amm88lHugL,The disrespect 🤣
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AmyRzDvqba,IM WHEEZING😂😂LEGIT IM DEAD
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHFsvMaLeo,"Actually  its calling Pizza Hut  to ask for Domino's number 

Like using IE to download  Chrome"
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHGpsSbABS,Anubhav Trivedi thank you for ruining the simple expression.
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHILgBImF9,Anubhav Trivedi other way around
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9DuWQ7Q2QVn,Anubhav Trivedi you literally said the same thing just reversed
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHNDsQpSlT,using internet explorer to download chrome
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AHNbstrIRB,Vice versa
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AT8EyjjKrr,"I used to use voice recognition for everything, but since switching from android to iPhone 11 I don’t use it at all because Siri is so terrible."
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AV-TONWqk7,"Yes. He is right in his own way. Siri is the most loved but in India, the problem is , Siri doesn’t understand Indian accent much. G assistant is better in that department."
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AaOdUduA4E,Its also like searching for Google on Bing
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9AfqsRqnZlR,no one outpizzas The Hut™️
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9BQ7s0VooeQ,No it’s not because dominos isn’t an information providing function
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9LTH2syNYRK,it's like using a mac to game.. (no offense to everyone who uses a mac to game i'm a big apple fan but don't use a mac to game please don't kill me thank bye)
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9LTYMmGj0Im," @naaya9222  
💯 agreed. But that’s for Mac Book. 
Mac book is not meant for gaming. No doubt about that. However, I Mac is really good for gaming. I am not saying that it’s best in the business, but it’s not bad either. Mac book serves the purpose of official as well as school use really well. While I Mac can be used for some good gaming also."
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9MZVWJwHgfT,"Siri is mother of all the other assistants, Siri introduced virtual assistants to smartphones just like Apple introduced smartphones itself, even if it’s not on par today with Google Assistant/Alexa, Siri is still a decent assistant, I use it all the time, my HomePod is a very good example (since I don’t rarely use any assistants on my phone) sometimes Siri in the HomePod finds the song just by telling her the lyrics, while my Google Home nest and Echo Show don’t. Also Siri is always connected with me so she’s (subjective gender) more accessible and convenient to me since she travels throughout my all of my devices, whether it be desktop, notebooks, mobiles, tablets, watches, smart homes and even my headphones whilst Google Assistant is a bit limited, and Alexa is even more restricted"
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9Dq-6muPUTh,well sh-
UgyEjS9d9rNGNwQ7a0d4AaABAg.9AHCRe_TJZd9DqNvBwtLSX,shh
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9AMrcQpagqT,IKR! total game changer! no more being paranoid of someone hacking your camera and mic!
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9ANHlCKZpgt,Android definitely needs to copy this
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9AO0JJ-J0Q9, @pranavflame  MIUI 12 launched with this feature a few months ago lol
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9ANUjRJwOBN," @pranavflame  already there in Android 10, it show little camera icon in notification bar next to WiFi icon.. I don't know if this is available to all phone or just me using SuperiorOS"
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9AODhmIYl8T,"I did give some feedback to Apple that I think on OLED screens, it should appear even when the screen is off because the dot only appears when the screen is on."
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9ANiC20G7Tg,@Ill Bag Maybe but after it has been activated a message appears on control center for a moment explaining what the dot means.
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9ANpjBITuO2,"Won’t stop anyone, especially the government from being able to use it without your knowledge"
Ugx-Phki-U9UsYSsF9d4AaABAg.9AL_RGTUlCO9AO4Wfr309x,Shortfuse Industries it more of a hardware and software feature if you hack the software the hardware will activated thus the light will appear you can’t use one without the other so you are safe
UgxeWpf6UbjMD6Ewte14AaABAg.9AGTrxYSsBR9AGUorUgjtc,Was absolutely not expecting that
UgxeWpf6UbjMD6Ewte14AaABAg.9AGTrxYSsBR9AGXqBvrGtx, @mauro_o_cesar  I've had it for about 7 years but maybe that's because it's an android
UgxeWpf6UbjMD6Ewte14AaABAg.9AGTrxYSsBR9AGW7NWWmc-,How do you get it
UgxeWpf6UbjMD6Ewte14AaABAg.9AGTrxYSsBR9AGWUsveLiX," @Moe-xp3dm It's in dev beta rn, so you can find it somewhere, but the official public beta comes out in july"
UgxeWpf6UbjMD6Ewte14AaABAg.9AGTrxYSsBR9AGYxdVVMQj,🚫🧢
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGhlYgO5ff,Grant you can push the off button twice to decline a call
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGi3BHwWxS,Luke Dolley thank you finally somebody that actually knows that that is a thing
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGirYyxDpI, @lukedolley742  It's good when u don't want to decline a call but still don't wanna pick up
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGiKU2R5nY,I think you have no clue... you've been able to do that for a while now...
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGieooNloB,with this update I think their phones will still ring even after you removed it off your screen
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGkEcyiwdS,I've been doing that for years. You're the one who had no clue.
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGkz7WePgN,You can't just go home to ignore the call?
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGkVld9DD7,Life changing indeed
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGkgZYS2aQ,Wow after 100 years congrats... fhe innovative
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGlX6_d17U,The awquardness of waiting because if u rush and decline and they would know ur there so un just wait always hurts
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGnBetjRXE,It was still possible with single / double tapping lock button
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGnKZ3ZIeB,YES
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGhkLnFG8E,I do cuz I have an android
UgwTotei61XPS4lX7814AaABAg.9AGczWVWAmK9AGi6IerNPF, @drag0n658  ok
Ugy_G4SeuuDeno4U6154AaABAg,Apple 10 years later: now u can put widgets in the middle.
UgxyxY22AivNecDsPcF4AaABAg,"Siri: ""What is my purpose""
Marques: ""You open Google Assistant"" 
Siri: ""Identity crisis"""
UgwIuk4gyzmlmNZYT694AaABAg,Its uncanny how many of these UI improvements were wildly popular in the Jailbreak circles for years now
UgyHz8XE387jXlqIn014AaABAg,"it’s definitely prayer hands cus it’s lined up. when u give ppl a high five, it’s usually w the same hand but ya just oppiste frm each other"
UgzaFYH36dQnUxiZUVp4AaABAg,"apple: adds watching youtube on small screen
yt premium: say sike right now"
UgwTnRJsFrCic1d1Kcp4AaABAg,"I’m still most excited about phone calls being out of the way, lol."
Ugwkgtom74kABV-Y6gZ4AaABAg,"Apple: Adds green and orange light to tell when the camera/mic is being used
The Government: Our plans are ruined"
Ugyj9RsKPPblhGowuTZ4AaABAg,I hate how I can’t watch YouTube videos and have it still on my screen it always goes away still.
UgzZxPPTfqRiSimos5Z4AaABAg,The quality of Marques’ videos is just out of this world
UgwZr5MNdNV_CVTKrSx4AaABAg,Marques: “I’ve had this beta for about a day now” - stares at the screen having expected he’d say at least a month
Ugyb8il3GwZDL_g4mfV4AaABAg,"7:47 ""Finally""

This reaction is gold man"
UgyfVoOuuEFhE6dhzmZ4AaABAg,First time in apple history when i’m actually excited about an ios update
UgzQQzgVuwtEyBziAuR4AaABAg,Prayer hands. The cuffs would be a different color if it was a high five.
UgyDAD1KAXoouBktYZJ4AaABAg,"actually the widgets are: windows phone live tiles, ios version"
UgwOc5uEZMs7xQsneOl4AaABAg,The whole shortcut thing everyone is doing isn’t even knew from the update. I don’t get why everyone is so excited about that
UgxoCdmEaSiLYIe12yB4AaABAg,My favourite “feature” is that incoming calls don’t take my phone hostage anymore.
Ugy5n5flnQKTMZY0V054AaABAg,Fun fact: iOS has had emoji search on the the Japanese version since the beginning of Apple emoji.
Ugxzey6ISgObtQErI4x4AaABAg,"For all the FaceTiming people who like to pause, y’all better enjoy now! 😂"
Ugyu2cJbC0rzBKsFSWd4AaABAg,5:31 me angrily trying to do that with Netflix for a solid three minutes:😳
UgxsJrbK6Qug33gnXMN4AaABAg,"5:59 
I love how that basically completely removed the use for YouTube premium"
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGrtaOBN1X,🤣🤣🤣
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGszBI9ZMx,"@Subhash Rawat actually 3 years... Only custom skinned are 2years (except oneplus, they give 3years update)"
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGttH9Bav4,"Hope at least there will be top notch quality, design wise. When I had an Android , they were fugly and with a style that does not match with the OS, that I didn’t used for that reason."
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9BPizSO1l7x," @3cani  iPhone fugly shape and fugly display is the reason i don't buy iPhones, they charge premium for a mid-range phone quality."
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGtxN-W0gD,@Subhash Rawat The thing is that most people will replace or upgade their phone after 2 or 3 years anyway. Android are also way more affordable then iphone so they can experience new tech without worrying about money instead of sticking to only one phone for 5+ year
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGsH8Jg48A,@Subhash Rawat😑
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGsonIziHT,Bose Is he wrong?
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGtMeyrnvm,@Subhash Rawat and that's how long phone plans are plus are updates actually improve are phone not kill it
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AdbH5BT4gg,LMAOOOOO I laughed too hard at this
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AlcM_Kb4ov,Meanwhile Android has this feature on their first touchscreen android phone...
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9Dq5aw-r0td,20 years later: always on display in Iphones
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9DqBbKx_RnU,Pio Bu 50 years later: hey guys you can now use Touch ID on the display! Totally like it didn’t take 53 more years than Android 😉😏
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGrY1T-zdJ,1st world problems
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGtmhMDjZ_,better late than never ig lol
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGtrhhyf9V,😂😂😂😂😂😂😂😂
Ugy_G4SeuuDeno4U6154AaABAg.9AGmz4c0wNC9AGvLktUoCY,apple users 10 years later:   :O
